worker_id,timestamp,ambient_temp_c,uv_index,gas_ppm,noise_db,body_temp_c,heart_rate_bpm,baseline_hr_bpm,baseline_body_temp_c,hr_deviation_pct,body_temp_deviation_pct,risk_level
W003,03/06/2025 09:09,23.04,1.99,127.59,65.8,39.14,67.7,68.9,35.47,-1.74,10.35,Critical
W059,03/06/2025 09:10,26.08,0.73,112.41,80.24,34.81,79.7,85.1,35.56,-6.35,-2.11,Warning
W040,03/06/2025 09:10,19.41,2.34,136.28,78.22,35.99,71.2,74,35.35,-3.78,1.81,Safe
W006,03/06/2025 09:11,25.28,0.64,137.98,60.16,34.74,68.6,65.5,37.91,4.73,-8.36,Critical
W057,03/06/2025 09:11,20.8,0.82,114.08,68.69,39.8,79.5,88.2,37.42,-9.86,6.36,Warning
W015,03/06/2025 09:12,38.26,2.21,39.12,58.14,34.81,82.1,79.8,35.14,2.88,-0.94,Critical
W028,03/06/2025 09:12,22.24,1.95,60.24,67.89,41.19,77.2,79.9,37.77,-3.38,9.05,Critical
W014,03/06/2025 09:13,20.23,1.34,105.53,61.8,36.11,62.9,70,36.54,-10.14,-1.18,Safe
W004,03/06/2025 09:13,20.16,0.85,30.38,71.25,38.02,73.7,66.5,37.6,10.83,1.12,Safe
W077,03/06/2025 09:14,23.16,2.11,122.54,84.15,37.25,65.4,68.6,36.47,-4.66,2.14,Warning
W076,03/06/2025 09:14,27.68,0.83,139.59,69.99,36.23,109.2,87.7,35.72,24.52,1.43,Warning
W020,03/06/2025 09:15,21.87,0.61,90.38,65.48,41.04,82.5,82.1,36.32,0.49,13,Critical
W061,03/06/2025 09:15,29.52,1.42,83.74,76.93,36.6,105.8,85.2,37.69,24.18,-2.89,Warning
W073,03/06/2025 09:16,26.04,9.56,84.83,56.89,34.53,66.4,72.1,35.11,-7.91,-1.65,Critical
W040,03/06/2025 09:16,22.29,1.13,134.3,77.57,35.8,79.1,74,35.35,6.89,1.27,Safe
W026,03/06/2025 09:17,19.82,1.75,78.4,54.4,37.9,88.2,89.2,37.33,-1.12,1.53,Safe
W053,03/06/2025 09:17,22.08,0.59,130.6,56.13,32.44,87.5,87.7,35.75,-0.23,-9.26,Critical
W032,03/06/2025 09:18,39.79,2.09,143.31,64.14,35.52,83.4,85.7,36.07,-2.68,-1.52,Critical
W010,03/06/2025 09:18,26.42,1.93,41.32,71.84,35.98,66,75.8,35.87,-12.93,0.31,Safe
W005,03/06/2025 09:19,20.28,2.56,31.46,94.07,37.11,76.8,80,37.12,-4,-0.03,Critical
W088,03/06/2025 09:19,21.2,2.5,104.21,58.9,35.2,78.8,81.1,35.52,-2.84,-0.9,Safe
W074,03/06/2025 09:20,27.28,1.74,45.82,59.19,36.79,96,80.2,36.51,19.7,0.77,Warning
W037,03/06/2025 09:20,25.97,1.35,164.13,76.52,37.51,63.7,65.1,37.45,-2.15,0.16,Warning
W062,03/06/2025 09:21,31.98,1.5,76.52,73.62,35.16,89.6,73,35.33,22.74,-0.48,Warning
W015,03/06/2025 09:21,29.28,1.63,31.17,59.83,36.04,92.8,79.8,35.14,16.29,2.56,Warning
W070,03/06/2025 09:22,22.03,2.3,140.85,64.97,37.84,82.4,74.1,37.92,11.2,-0.21,Safe
W077,03/06/2025 09:22,27.2,1.32,65.52,73.86,36.56,66.3,68.6,36.47,-3.35,0.25,Warning
W083,03/06/2025 09:23,25.53,10.59,118.83,59.61,37.45,62.1,67.3,37.51,-7.73,-0.16,Critical
W011,03/06/2025 09:23,23.02,1.05,59.15,75.6,34.55,80,80.3,35.42,-0.37,-2.46,Safe
W052,03/06/2025 09:24,21.28,1.06,61.94,65.5,37.18,43.4,72.9,36.53,-40.47,1.78,Critical
W008,03/06/2025 09:24,21.9,1.72,408.15,71.45,34.84,76,69.5,35.55,9.35,-2,Critical
W018,03/06/2025 09:25,22.19,0.12,132.23,66.4,36.91,99.1,89.1,37.43,11.22,-1.39,Safe
W046,03/06/2025 09:25,25.05,1.08,211.03,67.68,36.24,66.3,68,37.14,-2.5,-2.42,Warning
W075,03/06/2025 09:26,21.96,10.99,135.45,65.33,36.86,68,66.3,35.84,2.56,2.85,Critical
W037,03/06/2025 09:26,25.17,2.42,106.42,72.1,37.65,63.6,65.1,37.45,-2.3,0.53,Safe
W075,03/06/2025 09:27,24.02,7.75,133.79,74.3,36.25,61.4,66.3,35.84,-7.39,1.14,Warning
W043,03/06/2025 09:27,26.17,2.42,52.57,51.45,37.21,65.6,72.8,35.98,-9.89,3.42,Safe
W051,03/06/2025 09:28,23.46,2.75,103.78,59.67,36.56,55.7,65.8,36.91,-15.35,-0.95,Warning
W066,03/06/2025 09:28,24.77,0.32,85.88,76.88,34.43,74.5,75.4,35.67,-1.19,-3.48,Safe
W077,03/06/2025 09:29,34.56,2.05,108.33,57.27,36.98,63.5,68.6,36.47,-7.43,1.4,Warning
W072,03/06/2025 09:29,25.35,1.93,120.3,55.09,37.7,75.9,77.4,35.9,-1.94,5.01,Warning
W003,03/06/2025 09:30,24.75,1.73,134.92,57.6,36.63,73.2,68.9,35.47,6.24,3.27,Safe
W010,03/06/2025 09:30,21.89,0.37,97.58,77.63,36.11,78.1,75.8,35.87,3.03,0.67,Safe
W043,03/06/2025 09:31,21.66,1.91,266.5,72.25,35.45,66.6,72.8,35.98,-8.52,-1.47,Warning
W017,03/06/2025 09:31,21.38,0.92,37.24,63.81,40.61,69.7,66.6,37.85,4.65,7.29,Warning
W007,03/06/2025 09:32,23.05,0.52,322.29,61.48,35.46,85.8,85.8,35.64,0,-0.51,Critical
W069,03/06/2025 09:32,20.85,0.88,37.72,101.01,37.38,82.3,78,37.11,5.51,0.73,Critical
W083,03/06/2025 09:33,21.44,1.86,40.24,81.03,38.38,70.6,67.3,37.51,4.9,2.32,Warning
W020,03/06/2025 09:33,22.49,1.46,101.42,76.22,33.54,87.2,82.1,36.32,6.21,-7.65,Warning
W051,03/06/2025 09:34,21.83,2.71,105.14,75.9,36.06,69,65.8,36.91,4.86,-2.3,Safe
W070,03/06/2025 09:34,23.57,1.27,136.85,67.13,37.73,86,74.1,37.92,16.06,-0.5,Warning
W070,03/06/2025 09:35,31.4,1.59,55.66,71.52,36.83,88.1,74.1,37.92,18.89,-2.87,Warning
W036,03/06/2025 09:35,21.42,1.37,101.02,79.04,34.26,93.2,84.3,35.6,10.56,-3.76,Safe
W052,03/06/2025 09:36,25.98,0.62,29.5,59.42,36.61,81.4,72.9,36.53,11.66,0.22,Safe
W070,03/06/2025 09:36,43.09,1.38,69.98,56.22,38.87,71,74.1,37.92,-4.18,2.51,Critical
W056,03/06/2025 09:37,19.42,2.7,83.32,72.22,36.69,70.8,72.2,35.48,-1.94,3.41,Safe
W020,03/06/2025 09:37,20.72,1.07,117.95,70.67,37.55,78.1,82.1,36.32,-4.87,3.39,Safe
W035,03/06/2025 09:38,22.26,12.92,144.92,67.89,37.89,69.8,66.9,37.96,4.33,-0.18,Critical
W082,03/06/2025 09:38,40.78,2.43,30.54,67.58,35.56,80.1,80.8,36.61,-0.87,-2.87,Critical
W049,03/06/2025 09:39,23.63,0.58,127.56,79.5,35.73,77.3,78.1,36.28,-1.02,-1.52,Safe
W083,03/06/2025 09:39,33.21,1.1,79.29,64.47,38.3,72.1,67.3,37.51,7.13,2.11,Warning
W012,03/06/2025 09:40,23.22,2.32,87.32,75.6,33.67,78.1,72.3,36.1,8.02,-6.73,Warning
W088,03/06/2025 09:40,23.99,1.42,39.35,72.74,36.01,111.7,81.1,35.52,37.73,1.38,Critical
W022,03/06/2025 09:41,26.29,12.67,88.83,71.46,37.08,59.8,65.9,37.73,-9.26,-1.72,Critical
W089,03/06/2025 09:41,23.81,0.68,114.02,58.32,40.51,86.5,82.3,36.16,5.1,12.03,Critical
W017,03/06/2025 09:42,26.59,1.27,97.55,67.91,36.42,57.3,66.6,37.85,-13.96,-3.78,Safe
W076,03/06/2025 09:42,40.62,1.49,122.06,67.95,36.74,93.4,87.7,35.72,6.5,2.86,Critical
W076,03/06/2025 09:43,21.09,0.89,61.77,60.19,34.51,85.1,87.7,35.72,-2.96,-3.39,Safe
W048,03/06/2025 09:43,23.64,1.65,30.46,63.81,36.61,74.7,84.3,36.48,-11.39,0.36,Safe
W080,03/06/2025 09:44,32.21,2.79,113.19,69.34,37.55,70,70.9,37.18,-1.27,1,Warning
W001,03/06/2025 09:44,24.62,2.22,85.72,68.36,40.84,73.8,74.4,37.85,-0.81,7.9,Warning
W030,03/06/2025 09:45,23.46,0.31,113.07,67.11,36.51,61.2,66.1,35.98,-7.41,1.47,Safe
W011,03/06/2025 09:45,27.04,1.63,74.61,62.54,36.11,93.3,80.3,35.42,16.19,1.95,Warning
W014,03/06/2025 09:46,21.97,0.72,103.91,82.44,36.24,66.5,70,36.54,-5,-0.82,Warning
W081,03/06/2025 09:46,18.4,0.45,82.65,69.34,38.3,76.3,74.2,36.9,2.83,3.79,Safe
W090,03/06/2025 09:47,24.72,2.81,20.19,67.67,35.97,78.3,88.4,35.41,-11.43,1.58,Safe
W031,03/06/2025 09:47,22.69,2.05,130.47,104.69,34.83,73,74.7,35.81,-2.28,-2.74,Critical
W040,03/06/2025 09:48,22.28,2.57,251.02,75.66,35.33,78.6,74,35.35,6.22,-0.06,Warning
W063,03/06/2025 09:48,27.43,1.03,45.49,57.82,37.35,67.9,70.7,36.28,-3.96,2.95,Warning
W081,03/06/2025 09:49,23.41,0.98,82.97,88.96,36.59,77.1,74.2,36.9,3.91,-0.84,Critical
W050,03/06/2025 09:49,21.82,2.45,132.77,84.03,35.57,64.2,65.6,35.32,-2.13,0.71,Warning
W045,03/06/2025 09:50,22.1,0.27,35.68,66.2,36.85,95.1,87.2,36.42,9.06,1.18,Safe
W004,03/06/2025 09:50,20,2.71,51.1,58.13,36.67,101.3,66.5,37.6,52.33,-2.47,Critical
W005,03/06/2025 09:51,20.91,2.33,125.22,71.23,34.67,85.5,80,37.12,6.88,-6.6,Warning
W051,03/06/2025 09:51,22.94,2.46,123.96,75.38,37.23,30.1,65.8,36.91,-54.26,0.87,Critical
W002,03/06/2025 09:52,23.64,1.56,131.13,59.25,35.64,79.5,83.3,36.8,-4.56,-3.15,Safe
W042,03/06/2025 09:52,20.62,0.91,41.87,71.48,34,69.5,73.3,35.19,-5.18,-3.38,Safe
W037,03/06/2025 09:53,25.55,2.1,75.47,63.08,37.1,59,65.1,37.45,-9.37,-0.93,Safe
W006,03/06/2025 09:53,39.32,2.26,336.69,56.13,37.78,85,65.5,37.91,29.77,-0.34,Critical
W088,03/06/2025 09:54,25.23,1.51,96.12,76.7,36.98,86.3,81.1,35.52,6.41,4.11,Warning
W047,03/06/2025 09:54,18.12,1.35,144.13,69.41,38.11,72.9,84,36.68,-13.21,3.9,Safe
W079,03/06/2025 09:55,24.98,1.99,266.21,60.95,36.38,83.3,81.8,37.28,1.83,-2.41,Warning
W038,03/06/2025 09:55,25.33,2.45,115.55,71.54,40.27,84.2,82.7,37.19,1.81,8.28,Critical
W020,03/06/2025 09:56,21.4,1.61,129.46,54.48,36.72,73.8,82.1,36.32,-10.11,1.1,Safe
W018,03/06/2025 09:56,25.52,1.22,178.67,61.82,37.98,84.1,89.1,37.43,-5.61,1.47,Warning
W017,03/06/2025 09:57,27.22,2.31,33.89,66.8,37.75,77,66.6,37.85,15.62,-0.26,Warning
W003,03/06/2025 09:57,28.98,2.22,143.12,56.15,35.09,65.8,68.9,35.47,-4.5,-1.07,Warning
W061,03/06/2025 09:58,20.13,0.72,106.42,57.37,37.55,114,85.2,37.69,33.8,-0.37,Critical
W077,03/06/2025 09:58,22.89,2.71,123.04,81.6,36.9,66.8,68.6,36.47,-2.62,1.18,Warning
W035,03/06/2025 09:59,25.34,2.78,88.21,68.24,39.19,73.9,66.9,37.96,10.46,3.24,Safe
W040,03/06/2025 09:59,18.8,2.02,47.11,68.79,34.74,66.2,74,35.35,-10.54,-1.73,Safe
W066,03/06/2025 10:00,19.5,0.7,138.19,77.44,34.82,70.2,75.4,35.67,-6.9,-2.38,Safe
W040,03/06/2025 10:00,24.32,0.82,361.34,74.62,35.64,68.3,74,35.35,-7.7,0.82,Critical
W075,03/06/2025 10:01,25.7,5.7,42.5,77.11,36.73,72,66.3,35.84,8.6,2.48,Warning
W087,03/06/2025 10:01,22.84,2.26,133.86,60.83,40.49,82.3,77.8,35.68,5.78,13.48,Critical
W079,03/06/2025 10:02,23.47,0.88,37.89,75.77,32.67,75.5,81.8,37.28,-7.7,-12.37,Critical
W033,03/06/2025 10:02,35.83,2.06,340.58,78.44,36.11,94.6,72,36.63,31.39,-1.42,Critical
W077,03/06/2025 10:03,24.44,2.26,37.84,63.98,37.2,67.1,68.6,36.47,-2.19,2,Safe
W057,03/06/2025 10:03,25.62,0.24,144.09,57.29,36.13,86.5,88.2,37.42,-1.93,-3.45,Safe
W085,03/06/2025 10:04,19.81,2.4,48.05,72.71,35.53,58.6,66,36.77,-11.21,-3.37,Safe
W059,03/06/2025 10:04,24.52,1.24,532.42,57.07,34.88,80.3,85.1,35.56,-5.64,-1.91,Critical
W046,03/06/2025 10:05,22.05,1.56,94.59,60.37,36.98,86.7,68,37.14,27.5,-0.43,Warning
W088,03/06/2025 10:05,26.84,0.67,87.32,57.94,35.7,73.9,81.1,35.52,-8.88,0.51,Safe
W088,03/06/2025 10:06,24.09,0.18,40.57,70.37,36.2,76.5,81.1,35.52,-5.67,1.91,Safe
W083,03/06/2025 10:06,19.46,1.54,41.2,67.62,37.83,63.1,67.3,37.51,-6.24,0.85,Safe
W029,03/06/2025 10:07,22.1,1.91,37.42,75.56,36.06,59.1,67.2,35.59,-12.05,1.32,Safe
W003,03/06/2025 10:07,24.86,1.3,96.98,61.78,35.44,69.9,68.9,35.47,1.45,-0.08,Safe
W073,03/06/2025 10:08,21.13,2.07,133.65,72.79,39.49,78.5,72.1,35.11,8.88,12.48,Critical
W017,03/06/2025 10:08,21.48,0.74,272.53,63.67,37.05,70.1,66.6,37.85,5.26,-2.11,Warning
W067,03/06/2025 10:09,21.94,2.32,26.65,64.79,35.8,70.1,68,36.01,3.09,-0.58,Safe
W043,03/06/2025 10:09,25.09,1.01,181.2,55.62,35.64,67.8,72.8,35.98,-6.87,-0.94,Warning
W027,03/06/2025 10:10,33.92,0.98,30.22,63.73,37.6,93.3,88.5,37.68,5.42,-0.21,Warning
W001,03/06/2025 10:10,38.09,1.09,70.71,76.32,38.53,69.7,74.4,37.85,-6.32,1.8,Critical
W088,03/06/2025 10:11,24.26,1.38,143.75,80.67,34.98,76.9,81.1,35.52,-5.18,-1.52,Warning
W025,03/06/2025 10:11,23.26,5.37,105.62,71.73,36.22,76.5,78.7,35.55,-2.8,1.88,Warning
W036,03/06/2025 10:12,26.46,1.9,496.74,75.84,36.64,78.6,84.3,35.6,-6.76,2.92,Critical
W080,03/06/2025 10:12,44.97,1.51,61.86,74.74,36.73,77.2,70.9,37.18,8.89,-1.21,Critical
W007,03/06/2025 10:13,24.23,2.82,117.29,71.65,34.26,76.7,85.8,35.64,-10.61,-3.87,Safe
W085,03/06/2025 10:13,18.77,1.27,43.72,62.02,37.34,57.6,66,36.77,-12.73,1.55,Safe
W008,03/06/2025 10:14,26.36,3.62,85.08,63.73,35.56,65.6,69.5,35.55,-5.61,0.03,Warning
W026,03/06/2025 10:14,35.42,2.42,56.28,68.79,37.61,87.3,89.2,37.33,-2.13,0.75,Critical
W081,03/06/2025 10:15,37.13,2.06,41.79,71.73,36.66,70.2,74.2,36.9,-5.39,-0.65,Critical
W007,03/06/2025 10:15,25.2,1.76,119.45,55.89,34.81,86.8,85.8,35.64,1.17,-2.33,Safe
W029,03/06/2025 10:16,21.36,2.09,116.19,64.6,31.96,66.2,67.2,35.59,-1.49,-10.2,Critical
W079,03/06/2025 10:16,26.36,2.85,112.61,73.46,36.72,70.4,81.8,37.28,-13.94,-1.5,Safe
W014,03/06/2025 10:17,30.29,1.27,81.5,67.89,35.62,85.4,70,36.54,22,-2.52,Warning
W031,03/06/2025 10:17,35.37,1.18,350.13,70.04,35.08,98.8,74.7,35.81,32.26,-2.04,Critical
W069,03/06/2025 10:18,23.56,0.53,254.14,78.86,36.15,77.1,78,37.11,-1.15,-2.59,Warning
W075,03/06/2025 10:18,24.4,2.06,270.97,58.71,36.88,59.9,66.3,35.84,-9.65,2.9,Warning
W051,03/06/2025 10:19,31.92,1.65,41.93,72.94,37.24,76.6,65.8,36.91,16.41,0.89,Warning
W084,03/06/2025 10:19,26.16,2.21,43.71,63.07,34.65,107.3,73,35.56,46.99,-2.56,Critical
W076,03/06/2025 10:20,23.28,1.82,113.17,65.89,31.04,85.6,87.7,35.72,-2.39,-13.1,Critical
W035,03/06/2025 10:20,27.15,1.5,96.59,67.32,37.04,63.9,66.9,37.96,-4.48,-2.42,Warning
W081,03/06/2025 10:21,21.75,1.96,301.47,72.18,37.03,76,74.2,36.9,2.43,0.35,Critical
W017,03/06/2025 10:21,20.39,1.44,106.17,57.66,39.66,64.3,66.6,37.85,-3.45,4.78,Warning
W063,03/06/2025 10:22,41.36,2.08,59.9,70.71,35.31,66.5,70.7,36.28,-5.94,-2.67,Critical
W080,03/06/2025 10:22,20.18,0.26,39.15,60.6,36.14,71,70.9,37.18,0.14,-2.8,Safe
W008,03/06/2025 10:23,36.81,1.59,237.93,69.32,35.27,90.7,69.5,35.55,30.5,-0.79,Critical
W026,03/06/2025 10:23,24.43,1.26,88.26,75.18,37.87,83.8,89.2,37.33,-6.05,1.45,Safe
W041,03/06/2025 10:24,25.79,1.36,284.02,61.11,37.59,92.6,86.6,36.87,6.93,1.95,Warning
W053,03/06/2025 10:24,22.15,1.86,126.5,74.07,33.73,86,87.7,35.75,-1.94,-5.65,Warning
W060,03/06/2025 10:25,28.78,1.21,35.22,76.42,35.87,105.3,87.3,36.62,20.62,-2.05,Warning
W084,03/06/2025 10:25,24.41,2.62,94.6,54.74,35.44,74.1,73,35.56,1.51,-0.34,Safe
W006,03/06/2025 10:26,24.18,1.49,136.53,66.45,38.14,72.1,65.5,37.91,10.08,0.61,Safe
W077,03/06/2025 10:26,26.23,6.43,36.33,74.38,36.89,74,68.6,36.47,7.87,1.15,Warning
W029,03/06/2025 10:27,32.81,0.68,67.42,56.34,34.86,60.8,67.2,35.59,-9.52,-2.05,Warning
W063,03/06/2025 10:27,21.17,2.39,140.16,66.53,31.35,65.6,70.7,36.28,-7.21,-13.59,Critical
W082,03/06/2025 10:28,22.13,1.47,78.24,69.86,38,79.3,80.8,36.61,-1.86,3.8,Safe
W066,03/06/2025 10:28,25.23,2.04,64.67,64.37,35.52,77.3,75.4,35.67,2.52,-0.42,Safe
W080,03/06/2025 10:29,21.44,2.32,348.88,73.99,36.68,67.9,70.9,37.18,-4.23,-1.34,Critical
W086,03/06/2025 10:29,25.64,0.77,32.86,70.89,34.06,87.3,81.9,35.05,6.59,-2.82,Safe
W052,03/06/2025 10:30,25.4,12.22,91.74,59.14,36.99,66.7,72.9,36.53,-8.5,1.26,Critical
W053,03/06/2025 10:30,20.21,2.02,81.66,51.61,35.86,98.8,87.7,35.75,12.66,0.31,Safe
W058,03/06/2025 10:31,20.04,1.09,459.42,65.28,36.54,79.8,80.8,37.61,-1.24,-2.84,Critical
W074,03/06/2025 10:31,20.24,1.16,126.83,76.5,35.21,77.9,80.2,36.51,-2.87,-3.56,Safe
W041,03/06/2025 10:32,41,1.6,261.51,57.06,36.67,111.6,86.6,36.87,28.87,-0.54,Critical
W042,03/06/2025 10:32,24.54,12.66,121.6,71.87,34.19,77.5,73.3,35.19,5.73,-2.84,Critical
W053,03/06/2025 10:33,25.28,1.99,104.14,67.7,35.66,110,87.7,35.75,25.43,-0.25,Warning
W025,03/06/2025 10:33,21.72,0.63,43.6,81.59,34.54,73.6,78.7,35.55,-6.48,-2.84,Warning
W031,03/06/2025 10:34,22.16,2.03,132.64,78.17,32.77,69.9,74.7,35.81,-6.43,-8.49,Critical
W044,03/06/2025 10:34,25.69,1.6,37.07,103.28,37.87,88.9,83.2,36.91,6.85,2.6,Critical
W021,03/06/2025 10:35,20.62,2.6,92.79,82.08,37.49,66.8,68.1,36.49,-1.91,2.74,Warning
W067,03/06/2025 10:35,21.3,1.7,78.32,65.78,34.85,68,68,36.01,0,-3.22,Safe
W059,03/06/2025 10:36,39.57,1.81,397.61,55.85,35.47,111.2,85.1,35.56,30.67,-0.25,Critical
W067,03/06/2025 10:36,21.97,1.56,63.75,57.7,35.55,70.9,68,36.01,4.26,-1.28,Safe
W086,03/06/2025 10:37,21.86,2.26,54.39,71.2,35.95,102.3,81.9,35.05,24.91,2.57,Warning
W007,03/06/2025 10:37,23.22,1.74,222.11,61.53,36.53,90.2,85.8,35.64,5.13,2.5,Warning
W059,03/06/2025 10:38,25.46,1.61,85.59,77.82,36.61,78.1,85.1,35.56,-8.23,2.95,Safe
W053,03/06/2025 10:38,22.59,2.44,121.97,55.22,33.83,91,87.7,35.75,3.76,-5.37,Warning
W072,03/06/2025 10:39,24.03,1.62,110.86,70.41,36.55,58.7,77.4,35.9,-24.16,1.81,Warning
W043,03/06/2025 10:39,33.98,2.52,275.3,69.87,35.26,101.6,72.8,35.98,39.56,-2,Critical
W032,03/06/2025 10:40,24.85,2.31,66.17,67.23,35.89,112.2,85.7,36.07,30.92,-0.5,Critical
W006,03/06/2025 10:40,21.88,1.36,134.2,60.69,38.15,82.9,65.5,37.91,26.56,0.63,Warning
W002,03/06/2025 10:41,23.42,2.11,553.7,74.35,36.4,82.5,83.3,36.8,-0.96,-1.09,Critical
W049,03/06/2025 10:41,25.09,2.79,378.19,70.45,35.79,83.8,78.1,36.28,7.3,-1.35,Critical
W020,03/06/2025 10:42,38.46,2.48,42.5,60.54,36.79,79.7,82.1,36.32,-2.92,1.29,Critical
W063,03/06/2025 10:42,23.17,0.55,143.85,98.13,35.35,74.9,70.7,36.28,5.94,-2.56,Critical
W012,03/06/2025 10:43,22.1,2.4,50.02,52.95,37.11,78.2,72.3,36.1,8.16,2.8,Safe
W032,03/06/2025 10:43,20.13,2.56,178.5,64.19,35.89,91.2,85.7,36.07,6.42,-0.5,Warning
W059,03/06/2025 10:44,22.98,1.9,90.08,74.75,32.87,78.5,85.1,35.56,-7.76,-7.56,Warning
W041,03/06/2025 10:44,25.26,0.53,83.58,70.78,38.87,93.2,86.6,36.87,7.62,5.42,Warning
W042,03/06/2025 10:45,18.98,1.94,102.83,78.14,35.2,74,73.3,35.19,0.95,0.03,Safe
W066,03/06/2025 10:45,23.27,2.06,110.08,73.77,36.96,79.7,75.4,35.67,5.7,3.62,Safe
W011,03/06/2025 10:46,39.43,0.6,382,71.05,35.82,114.7,80.3,35.42,42.84,1.13,Critical
W005,03/06/2025 10:46,25.81,2.26,34.06,59.87,37.31,41.9,80,37.12,-47.62,0.51,Critical
W011,03/06/2025 10:47,36.54,1.38,259.43,61.95,34.75,104.3,80.3,35.42,29.89,-1.89,Critical
W015,03/06/2025 10:47,19.56,2.67,126.12,63.79,35.42,81.8,79.8,35.14,2.51,0.8,Safe
W033,03/06/2025 10:48,18.03,0.04,27.62,58.33,36.98,67.5,72,36.63,-6.25,0.96,Safe
W007,03/06/2025 10:48,23.98,1.78,44.75,56.95,36.31,71.7,85.8,35.64,-16.43,1.88,Warning
W048,03/06/2025 10:49,30.75,0.57,59.23,64.66,35.76,103.5,84.3,36.48,22.78,-1.97,Warning
W031,03/06/2025 10:49,18.41,1.59,84.44,54.04,34.96,71.5,74.7,35.81,-4.28,-2.37,Safe
W029,03/06/2025 10:50,26.44,2.77,44.26,66.86,36.81,68.8,67.2,35.59,2.38,3.43,Safe
W055,03/06/2025 10:50,20.9,2.1,30.16,88.99,35.57,75.7,70.7,35.23,7.07,0.97,Critical
W034,03/06/2025 10:51,18.03,2.82,67.09,72.56,37.53,67.2,68.5,37.41,-1.9,0.32,Safe
W038,03/06/2025 10:51,21.12,0.95,143.37,56.16,37.31,96.8,82.7,37.19,17.05,0.32,Warning
W044,03/06/2025 10:52,28.78,1.57,123.28,55.42,37.34,98.8,83.2,36.91,18.75,1.16,Warning
W036,03/06/2025 10:52,22.61,0.89,273.16,60.54,35.26,76.2,84.3,35.6,-9.61,-0.96,Warning
W079,03/06/2025 10:53,21.21,2.1,388.49,55.52,37.67,83.1,81.8,37.28,1.59,1.05,Critical
W027,03/06/2025 10:53,20.47,0.06,143.75,58.52,37.16,85.9,88.5,37.68,-2.94,-1.38,Safe
W050,03/06/2025 10:54,26.43,1.51,112.5,57.28,35.7,79.8,65.6,35.32,21.65,1.08,Warning
W049,03/06/2025 10:54,26.38,0.6,408.96,70.55,35.65,74,78.1,36.28,-5.25,-1.74,Critical
W053,03/06/2025 10:55,18.66,1.62,125.77,69.3,35.57,77,87.7,35.75,-12.2,-0.5,Safe
W043,03/06/2025 10:55,24.99,0.67,120.08,55.27,31.38,67.5,72.8,35.98,-7.28,-12.78,Critical
W069,03/06/2025 10:56,39.57,0.67,51.99,76.71,37.94,74.3,78,37.11,-4.74,2.24,Critical
W081,03/06/2025 10:56,25.85,1.17,92.15,58.26,37.56,48.7,74.2,36.9,-34.37,1.79,Critical
W076,03/06/2025 10:57,26.43,0.71,91.84,52.79,36.1,88.6,87.7,35.72,1.03,1.06,Safe
W007,03/06/2025 10:57,36.28,1.33,358.5,63.09,35.7,116.1,85.8,35.64,35.31,0.17,Critical
W016,03/06/2025 10:58,23.42,2.08,137.58,58.27,35.78,69.8,80.2,35.51,-12.97,0.76,Safe
W035,03/06/2025 10:58,25.63,1.23,34.01,66.03,41.84,70.8,66.9,37.96,5.83,10.22,Critical
W039,03/06/2025 10:59,19.81,0.61,103.23,52.27,33.98,81.3,84.3,35.22,-3.56,-3.52,Safe
W004,03/06/2025 10:59,23.79,0.86,143.88,54.85,37.26,58.6,66.5,37.6,-11.88,-0.9,Safe
W014,03/06/2025 11:00,23.48,2.88,140.17,52.47,37.36,77.5,70,36.54,10.71,2.24,Safe
W058,03/06/2025 11:00,18.91,0.84,88.92,58.11,38.56,72.2,80.8,37.61,-10.64,2.53,Safe
W076,03/06/2025 11:01,25.6,1.01,127.86,69.89,35.83,134.1,87.7,35.72,52.91,0.31,Critical
W027,03/06/2025 11:01,19.38,0.65,116.53,63.2,37.16,92.4,88.5,37.68,4.41,-1.38,Safe
W008,03/06/2025 11:02,30.88,1,142.13,55.51,36.27,66.1,69.5,35.55,-4.89,2.03,Warning
W047,03/06/2025 11:02,26.65,0.43,20.32,53.31,36.11,89.1,84,36.68,6.07,-1.55,Safe
W021,03/06/2025 11:03,25.75,1.84,82.81,67.27,35.22,63.5,68.1,36.49,-6.75,-3.48,Safe
W013,03/06/2025 11:03,20.64,2.58,439.41,74.9,37.26,75.7,76.4,37.36,-0.92,-0.27,Critical
W085,03/06/2025 11:04,20.82,1.72,88.66,74.5,36.21,49.7,66,36.77,-24.7,-1.52,Warning
W074,03/06/2025 11:04,22.04,1.03,48.85,53.37,35.98,82.2,80.2,36.51,2.49,-1.45,Safe
W068,03/06/2025 11:05,19.07,2.06,25.3,65.8,37.01,92.9,88.6,35.97,4.85,2.89,Safe
W080,03/06/2025 11:05,24.9,2.68,31.36,60.1,38.38,75.2,70.9,37.18,6.06,3.23,Safe
W029,03/06/2025 11:06,21.72,2.14,125.4,82.12,35.38,70.5,67.2,35.59,4.91,-0.59,Warning
W083,03/06/2025 11:06,21.74,0.75,88.11,60.23,40.46,68.2,67.3,37.51,1.34,7.86,Warning
W027,03/06/2025 11:07,24.95,0.68,32.13,59.61,39.85,93.4,88.5,37.68,5.54,5.76,Warning
W065,03/06/2025 11:07,36.3,2.4,95.83,67.28,36.04,60.4,65.2,36.53,-7.36,-1.34,Critical
